"id","treatment","submission","measure","text","num_sentences","num_clusters","num_coherent_sentences","num_non_coherent_sentences","num_concepts","duration","local_cohesion","accuracyLocal","accuracyGlobal","cld_question1","cld_question2","cld_question4"
"ki13ul91","cmap-integrated",2018-01-18 17:38:19,"transfer","Die Evolution beschreibt die Veränderung eines Wesens oder eines Sachverhaltes über die Zeit hinweg. Dabei wird angenommen, dass neue Dinge, die gut sind beibehalten werden, während schlechte Merkmale, egal ob neu oder alt an Wert verlieren. Im Folgenden soll es vor allem um die Evolution des Menschen gehen. Durch Veränderungen der Umweltbedingungen, muss auch der in dieser Umwelt lebende Mensch sich ändern um zu überleben oder um die gegebenen Bedingungen optimal nutzen zu können. So kann es sein, dass eine Mutation in den Genen eines Individuums diesem bei veränderten Umweltbedingungen einen Vorteil verschafft. Das Individuum ist der Umwelt besser angepasst, es hat eine höhere Fitness. Daraus ergibt sich, dass dieses Individuum länger leben wird, es hat also auch mehr Chancen sich zu reproduzieren. Die Mutation reichert sich im Genpool an und wird über die folgenden Generationen weitergegeben und weiterverbreitet. Der Genpool ist die Gesamtheit der Gene, der für die Reproduktion bereit steht. Bei erneuter Änderung der Umweltbedingungen ist die vorher genannte Mutation eventuell nicht mehr vorteilhaft für das Überleben. Dann wird ihre Anzahl im Genpool Laufe der Jahre wieder sinken. [LINEBREAK]",11,2,5,5,28,935.836,0.5,75,23,7,4,77
"ki13ul91","cmap-integrated",2018-01-18 17:16:01,"draft","Wir stellen uns einen Behälter, der mit Wasser gefüllt ist vor. In der Mitte des Behälters ist eine Membran, wie eine Trennwand angebracht, sodass zwei Kompartimente entstehen. Die Membran hat kleine Poren und eingebaute Transporter; sie ist semipermeabel, das heißt nur bestimmte Moleküle können durch sie hindurch auf die andere Seite. Welche Moleküle ins andere Kompartiment übertreten können ist dabei abhängig von der Größe der Moleküle und ihrem Ladungszustand, denn sie müssen, durch die Poren in der Membran passen. Moleküle, die zu groß sind benötigen einen für sie selektiven Transporter in der Membran, der sie auf die andere Seite befördert.Aber warum sollen die Moleküle überhaupt auf die andere Seite der Membran?nehmen wir nun an, in das eine Kompartiment des Behälters wird Zucker gegeben, welcher sich im Wasser auflöst. Nun sind auf der einen Seite der Membran sehr viele Glucosemoleküle, auf der anderen Seite keine. Die Materie strebt immer danach solche Konzentrationsunterschiede und Ordnungen (hohe Entropie) aufzulösen. Also wird die Hälfte der Moleküle in das andere Kompartiment wandern. Dazu benötigen sie in die Membran eingebaute Transporter. Diese ""Wanderung"" der Moleküle ist dann die Osmose. [LINEBREAK]",13,2,5,7,20,901.427,0.416666666666667,45,60,6,2,29
"ki13ul91","cmap-integrated",2018-01-18 17:16:01,"revision","Die Osmose dient dem Ausgleich von Konzentrationsunterschieden in zwei durch eine semipermeable Membran voneinander getrennten Kompartimenten. Wir stellen uns einen Behälter, der mit Wasser gefüllt ist vor. In der Mitte des Behälters ist eine Membran, wie eine Trennwand angebracht, sodass zwei Kompartimente entstehen. Die Membran hat kleine Poren und eingebaute Transporter; sie ist semipermeabel, das heißt nur bestimmte Moleküle können durch sie hindurch auf die andere Seite. Welche Moleküle ins andere Kompartiment übertreten können ist dabei abhängig von der Größe der Moleküle und ihrem Ladungszustand, denn sie müssen, durch die Poren in der Membran passen. Moleküle, die zu groß sind benötigen einen für sie selektiven Transporter in der Membran, der sie auf die andere Seite befördert.Aber warum sollen die Moleküle überhaupt auf die andere Seite der Membran?Nehmen wir nun an, in das eine Kompartiment des Behälters wird Zucker gegeben, welcher sich im Wasser auflöst. Nun sind auf der einen Seite der Membran sehr viele Glucosemoleküle, auf der anderen Seite keine, es liegt also ein Konzentrationsgradient vor. Weil die Materie immer danach strebt solche Konzentrationgradienten aufzulösen, wird wird die Hälfte der Moleküle in das andere Kompartiment wandern. Dazu benötigen diese die in der Membran eingebauten Transporter. Diese ""Wanderung"" der Moleküle ist dann die Osmose. [LINEBREAK]",13,1,5,7,22,958.269,0.416666666666667,95,50,7,2,69
"kl02ch54","control-group",2018-01-12 08:23:13,"revision","Osmose [LINEBREAK]Pflanzliche wie auch menschliche Zellen besitzen neben Bestandteilen wie Zellkern oder Membran auch ein Zellplasma. Dieses Plasma kann man sich zunächst vereinfacht wie eine Flüssigkeit vorstellen, in der verschieden Stoffe, zum Beispiel Salze, gelöst sind. Osmose bezeichnet ein Phänomen, dass eine jede Zelle bestrebt ist, die Konzentration der in ihr enthaltenen Lösung (d.i. das Plasma) der Konzentration der umgebenden Lösung anzupassen. Dazu nimmt sie entweder Wasser in sich auf oder gibt Wasser nach außen ab. Den Unterschied in der Konzentration der beiden Lösungen bezeichnet man mit hyper- bzw. hypoton, falls Unterschiede bestehen, oder isoton, falls kein Unterschied besteht. Eine Lösung ist also isotonisch, falls die Konzentration hinsichtlich der in ihr enthaltenen Bestandteile der Konzentration einer Lösung in einer Zelle entspricht. [LINEBREAK] Manche Zellen können durch die Osmose zerstört werden, etwa wenn der Druck innerhalb der Zelle durch Aufnahme von zu viel Wasser so groß ist, dass die Zelle platzt, oder aber die Zelle gibt alles in ihr befindliche Wasser nach außen ab.  [LINEBREAK]Osmose ist ein physikalisches Prinzip, das nicht bewusst vom Organismus gesteuert werden kann. Beispielsweise verdurstet ein Schiffbrüchiger, der Salzwasser trinkt, obwohl er stets mit genug Wasser versorgt ist. Der Grund dafür ist, dass das Meerwasser nicht isotonisch ist. Durch sie Osmose wird also Wasser aus dem Körper abgegeben, um die Konzentrationen anzugleichen. Da das umgebende Wasser (im Beispiel das Meer) deutlich zu viel ist, führt die Osmose nicht zum gewünschten Ergebnis und der Schiffbrüchige stirbt an Wassermangel. [LINEBREAK]",12,3,4,7,29,772.595,0.363636363636364,100,100,8,5,100
"kl02ch54","control-group",2018-01-12 08:42:29,"transfer","Evolution [LINEBREAK]Evolution bezeichnet die Entwicklung aller Lebewesen vom Zeitpunkt ihrer Entstehung bis heute. Jedes Lebewesen ist der Evolution unterworfen. Dies bedeutet, dass sich eine Spezies, zum Beispiel eine Vogelart, wie sie heute in der Natur anzutreffen ist, erst im Laufe von mehreren Millionen Jahren zu dem entwickelt hat, was heute zu beobachten ist. Es lässt sich also zu jeder Art ein Vorfahre finden, der sich über mehrere Generationen in seinem Verhalten, Aussehen und Lebensraum verändert hat. Man nimmt an, dass Organismen komplexen Aufbaus sich erst nach und nach aus einfachen Lebensformen (zum Beispiel Bakterien, Einzeller), entwickelt haben. Evolution wird durch drei Hauptfaktoren bestimmt: Selektion, Mutation und Isolation. [LINEBREAK]Selektion oder auch natürliche Auslese ist dafür verantwortlich, dass sich nur gesunde Lebewesen fortpflanzen. Kranke dagegen sterben oft früher als ihre gesunden Artgenossen.  [LINEBREAK]Mutation ist die zufällige Veränderung des Erbguts der Lebewesen. Dies macht sich sowohl im äußeren wie auch inneren Aufbau/Aussehen als auch im Verhalten bemerkbar. [LINEBREAK]Isolation schließlich zwingt Lebewesen, sich anzupassen und auf die Gegebenheiten und äußeren Umstände (z.B hinsichtlich des vorhanden Nahrungsangebotes) zu reagieren. [LINEBREAK]",11,4,2,8,32,877.579,0.2,78,71,6,6,66
"kl02ch54","control-group",2018-01-12 08:23:13,"draft","Osmose [LINEBREAK]Pflanzliche wie auch menschliche Zellen besitzen neben Bestandteilen wie Zellkern oder Membran auch ein Zellplasma. Dieses Plasma kann man sich zunächst vereinfacht wie eine Flüssigkeit vorstellen, in der verschieden Stoffe, zum Beispiel Salze, gelöst sind. Osmose bezeichnet ein Phänomen, dass eine jede Zelle bestrebt ist, die Konzentration der in ihr enthaltenen Lösung der Konzentration der der umgebenden Lösung anzupassen. Dazu nimmt sie entweder Wasser in sich auf oder gibt Wasser nach außen ab. Den Unterschied in der Konzentration der beiden Lösungen bezeichnet man mit hyper- bzw. hypoton, falls Unterschiede bestehen, oder isoton, falls kein Unterschied besteht. [LINEBREAK] Manche Zellen können durch die Osmose zerstört werden, etwa wenn der Druck in der Zelle durch Aufnahme von zu viel Wasser so groß ist, dass die Zelle platzt, oder aber die Zelle gibt alles in ihr befindliche Wasser nach außen ab.  [LINEBREAK]Osmose ist ein physikalisches Prinzip, das nicht bewusst vom Organismus gesteuert werden kann. Beispielsweise verdurstet ein Schiffbrüchiger, der Salzwasser trinkt. Obwohl er stets mit genug Wasser versorgt ist, ist das Meerwasser nicht isotonisch. Durch sie Osmose wird Wasser aus dem Körper abgegeben, um die Konzentration anzugleichen. Da das umgebende Wasser in der Regel (im Beispiel das Meer) deutlich zu viel ist, führt die Osmose nicht zum gewünschten Ergebnis und der Schiffbrüchige stirbt an Wassermangel. [LINEBREAK]",11,3,3,7,29,873.844,0.3,85,95,9,6,90
"kr28ut98","cmap-integrated",2018-01-12 14:32:19,"draft","Die Osmose ist ein biologisches Prinzip das häufig in der Natur vorkommt. So ist sie zum Beispiel der Wassertransport und Stofftransport in Pflanzen stark durch die Osmose reguliert. Sie lässt sich gut an einem Beispiel erklären. Hat man ein Wasserbecken und gibt dort ein paar Tropfen einer blauen Flüssigkeit hinein, so verfärbt sich innerhalb von kurzer Zeit das ganze Wasser im Becken. Die Farbe hat sich sozusagen im ganzen Wasser gelöst. Das passiert durch Osmose. Bei der Osmose hat man zwei Flüssigkeiten mit verschiedenen Konzentrationen eines bestimmten Stoffes. Da die Moleküle immer in Bewegung sind kommt es zu einer Vermischung der Moleküle. Man könnte sagen der höher Konzentrierte Stoff hat das bestreben die niedrigere Konzentration auszugleichen.  [LINEBREAK]Als weiteres Beispiel der Wassertransport in Pflanzen. Hier wird das Wasser aus der Wurzel über den Osmotischen Druck in die Baumkrone transportiert. Wie stark dieser osmotische Druck ist bermekt man, wenn man bedenkt wie groß Bäume werden können. Bei den Mammutbäumen ist der Druck so hoch, dass er das Wasser über 100 Meter hoch zieht. Er entsteht dadurch, dass in den Blätter das Wasser durch die Spaltöffnungen verdampft. Gleichzeitig ist die Konzentration z.B. an in während der Fotosynthese hergestellter Glukose hoch. In den Wurzel sieht es gegensätzlich aus. Hier ist Wasser in direkter Umgebung vorhanden aber kein Zucker. Durch den Wasserverlust in den Blättern entsteht also ein Unterdruck. Das führt dazu, dass in den Wurzeln, um den Unterdruck auszugleichen, das Wasser aufgenommen wird.  [LINEBREAK]",19,3,8,10,33,951.757,0.444444444444444,65,40,7,3,35
"kr28ut98","cmap-integrated",2018-01-12 14:51:53,"transfer","Um die Entstehung der Arten im Tierreich zu erklären gibt es mehrere Theorien. Bei uns wir die Evolutionstheorie von Charls Darwin als wahrscheinlichste Theorie gehandhabt. In anderen Länden, wie zum Beispiel in den USA wird jedoch von einer anderen Theorie, dem Kreationismus ausgegangen. Der Kreationismus besagt, dass Gott die Arten sowie sie sind geschaffen hat, während die Evolutionstheorie von einer Entwicklung der Arten ausgeht.  [LINEBREAK]Eine Hauptthese aus Darwins Evolutionstherie ist, dass nur die am besten angepasste Art überlebt. Sie ist unter den Namen ""Survival of the fittest"" bekannt und führt auch zu Veränderungen innerhalb einer Art. Ein beliebtes Beispiel um diese Theorie zu verdeutlichen sind die Giraffen. Da die bevorzugte Nahrung der Giraffen oben in den Baumkronen wächst, ist es praktisch einen langen Hals zu haben. Gibt es nun eine Giraffe die aufgrund einer zufälligen Mutation in ihrem Genom größer ist als ihre Verwandten hat sie einen Vorteil. Sie kommt auch dann noch an Nahrung, wenn die anderen schon die Baumkrone nicht mehr erreichen. Ihre Wahrscheinlichkeit zu überleben ist folglich höher als die ihrer Verwandten.  Sie ist durch eine zufällige Mutation besser an ihre Umwelt angepasst.  [LINEBREAK]",12,2,7,4,27,851.282,0.636363636363636,50,60,8,1,30
"kr28ut98","cmap-integrated",2018-01-12 14:32:19,"revision","Die Osmose ist ein biologisches Prinzip das häufig in der Natur vorkommt. So ist sie zum Beispiel der Wassertransport und Stofftransport in Pflanzen stark durch die Osmose reguliert. Das generelle Prinzip der Osmose lässt sich jedoch gut an einem einfacheren Beispiel erklären. Hat man ein Wasserbecken und gibt dort ein paar Tropfen einer blauen Flüssigkeit hinein, so verfärbt sich innerhalb von kurzer Zeit das ganze Wasser im Becken blau. Die Farbe hat sich sozusagen im ganzen Wasser gelöst. Dies passiert durch Osmose. Bei der Osmose hat man zwei Flüssigkeiten mit verschiedenen Konzentrationen eines bestimmten Stoffes. Da die Moleküle, die kleinste stoffliche Einheit, immer in Bewegung sind kommt es zu einer Vermischung der Moleküle. Grob zusammengefasst könnte man sagen, der höher Konzentrierte Stoff hat das Bestreben, die niedrigere Konzentration im Rest des Mediums, in unserem Fall dem Wasser aus dem Beispiel, auszugleichen.  [LINEBREAK]Jetzt zu dem als erstes genannten Beispiel, dem Wassertransport in Pflanzen. Hier wird das Wasser aus der Wurzel über den Osmotischen Druck in die Baumkrone transportiert. Wie stark dieser osmotische Druck ist bermekt man, wenn man bedenkt wie groß Bäume werden können. Bei den Mammutbäumen ist der Druck so hoch, dass er das Wasser über 100 Meter hoch zieht. Er entsteht dadurch, dass in den Blätter das Wasser durch die Spaltöffnungen verdampft. Gleichzeitig ist die Konzentration an Fotosyntheseprodukten, wie Glukose hoch. In den Wurzel ist es anders herum. Hier ist Wasser in direkter Umgebung vorhanden, also hoch Konzentriert, aber die Konzentration an  Zuckern, wie Glukose, gering. Durch den Wasserverlust in den Blättern entsteht also ein Unterdruck. Das führt dazu, dass in den Wurzeln, um den Unterdruck auszugleichen, das Wasser aufgenommen und in die Baumkrone gezogen wird.  [LINEBREAK]",19,2,9,9,38,957.812,0.5,75,50,7,2,50
"kue21th37","integrated",2018-01-25 15:46:07,"transfer","Bei der Evolution handelt es sich um einen Vorgang der Weiterentwicklung von Lebewesen, die fortlaufend stattfindet.  [LINEBREAK]Man nimmt an, dass ursprünglich auf der Welt nur kleine, einfache, einzellige Lebewesen auf der Erde existierten, die beispielsweise durch Zufall Nachkommen hatten, die anders waren als ihre Vorfahren und Artgenossen. Diese Veränderung hat dazu geführt, dass das Individuum seinen Artgenossen überlegen war, weil es bestimmte Merkmale hatte, die vorteilhaft für sein Überleben waren, die seinesgleichen nicht hatten. Zum Beispiel handelte es sich nicht mehr nur um ein einzelliges, sondern ein zweizelliges Lebewesen, was größer war und besser Nahrung aufnehmen konnte. Dadurch war dieses Individuum stärker als alle anderen. Durch seine Fortpflanzung hatten auch die Nachkommen dieses Individuums seine Merkmale, die sich positiv auf deren Entwicklung auswirkte.  [LINEBREAK]Allerdings kommt es nicht nur zum Auftreten eines bestimmten Merkmals, sondern viele verschiedene Merkmale bei vielen verschiedenen Individuen, die sich entweder positiv oder negativ auf die Entwicklung dieser Art auswirken. Nach einer bestimmten Zeit hat sich die ursprüngliche Art aufgrund ihrer unterschiedlichen Merkmale jedoch so weit voneinander entwickelt, dass man sie nicht mehr zu einer einzigen Art, sondern vielen verschiedenen Arten einteilen kann. Durch solche Entwicklungsschritte kam es nach und nach zu verschiedenen Tiergruppen wie Fische, Reptilien, Säugetiere, Vögel und Amphibien. [LINEBREAK]So hat sich also das einzellige Lebewesen langsam durch Entwicklung mehrerer Zellen schließlich zu einem Fisch mit Flossen entwickelt, von dem sein Nachkomme irgendwann das Merkmal von Beinen hatte, das ursprünglich die Flossen darstellte. Durch diese gelangt das Tier an Land und kam so zu neuen Lebensräumen. Diese Lebensräume beeinflussten auch die Entwicklung der nun entstandenen neuen Tierarten, die sich durch Entwicklung anpassen mussten, um zu überleben.  [LINEBREAK]",12,1,7,4,36,910.879,0.636363636363636,96,89,9,2,50
"kue21th37","integrated",2018-01-25 15:23:39,"revision","Osmose ist ein Begriff der Biologie und tritt vor allen zwischen verschiedenen Zellen eines Lebewesens auf. Die Zelle kann als ein kleines Gefäß gesehen werden, in dem sich wichtige Bestandteile befinden. Die Vorgänge der Osmose lässt sich anhand eines Beispiels mit einem Gefäß mit Salzwasser veranschaulichen. Hierbei beschreibt das Salz die Bestandteile, die in der Zelle (=Gefäß) gelöst sind. [LINEBREAK]Löst man Salz in einem Gefäß mit Wasser, sind anschließend im Wasser sehr kleine Salzteilchen vorzufinden. Die gelösten Teilchen im Wasser bewegen sich voneinander weg, weil sie den Platz, den sie in dem Gefäß haben, möglichst gut ausnutzen ""wollen"" und daher den größtmöglichsten Abstand voneinander anstreben. Diese Teilchenbewegung erfolgt automatisch und nicht durch äußere Einflüsse wie Umrühren oder Schütteln und wird ""Diffusion"" genannt.  [LINEBREAK]Nun stellen wir uns ein Gefäß vor, das in der Mitte durch eine Wand in zwei Kammern aufgeteilt ist. Diese Wand ist sehr, sehr dünn und besitzt viele feine Löcher, ist somit ein wenig durchlässig. Diese sehr dünne Wand wird ""Membran"" genannt. Füllt man in die eine Kammer Wasser rein, so füllt sich die andere Kammer ebenfalls automatisch mit Wasser, da das Wasser leicht durch die Membran hindurch kann. Wiederholt man den gleichen Versuch mit Salzwasser, so sieht man, dass sich die zweite Kammer ebenfalls mit Wasser füllt. Trinkt man aus beiden Kammern, stellt man dann fest, dass das Wasser nur aus der ersten Kammer salzig schmeckt. Das liegt daran, dass die kleinen Löcher in der Membran nur die Wasserteilchen durchlassen, die viel kleiner sind als die Salzteilchen. Die Membran funktioniert hier wie ein Sieb und lässt nur bestimmte Teilchen durch, weshalb sie auch ""semipermeable Membran"", also ""halbdurchlässige Membran"" genannt wird. [LINEBREAK]Die Diffusion der Wasserteilchen durch eine semipermeable Membran nennt man ""Osmose"". [LINEBREAK]In einer Zelle gibt es viele Bestandteile, die durch eine Membran in unterschiedliche Räume, sogenannte ""Kompartimente"", eingegrenzt werden, damit sich die Teilchen nicht beliebig vermischen. Nur bestimmte Teilchen, von denen gewünscht ist, dass sie in der Zelle zwischen den verschiedenen Kompartimenten hin- und herwandern, können diese Membranen passieren, da es sich bei den betreffenden Kompartimenten um semipermeable Membranen handelt und nur an solchen Orten kann eine Osmose stattfinden. [LINEBREAK]",18,1,13,4,32,960.671,0.764705882352941,91,94,7,3,88
"kue21th37","integrated",2018-01-25 15:23:39,"draft","Löst man beispielsweise Salz in einem Gefäß mit Wasser, sind anschließend im Wasser sehr kleine Salzteilchen vorzufinden. Die gelösten Teilchen im Wasser bewegen sich voneinander weg, weil sie den Platz, den sie in dem Gefäß haben, möglichst gut ausnutzen ""wollen"" und daher den größtmöglichsten Abstand voneinander anstreben. Diese Teilchenbewegung erfolgt automatisch und nicht durch äußere Einflüsse wie Umrühren oder Schütteln und wird ""Diffusion"" genannt. [LINEBREAK]Nun stellen wir uns ein Gefäß vor, das in der Mitte durch eine Wand in zwei Kammern aufgeteilt ist. Diese Wand ist sehr, sehr dünn und besitzt viele feine Löcher, ist somit ein wenig durchlässig. Diese sehr dünne Wand wird ""Membran"" genannt. Füllt man in die eine Kammer Wasser rein, so füllt sich die andere Kammer ebenfalls automatisch mit Wasser, da das Wasser leicht durch die Membran hindurch kann. Wiederholt man den gleichen Versuch mit Salzwasser, so sieht man, dass sich die zweite Kammer ebenfalls mit Wasser füllt. Wenn man aus beiden Kammern etwas trinkt, stellt man dann fest, dass das Wasser nur aus der ersten Kammer salzig schmeckt. Das liegt daran, dass die kleinen Löcher in der Wand nur die Wasserteilchen durchlassen, die viel kleiner sind als die Salzteilchen. Die Wand ist hier wie ein Sieb und lässt nur bestimmte Teilchen durch. Sie wird auch ""semipermeable Membran"" genannt, also ""halbdurchlässige Membran"".  [LINEBREAK]Die Diffusion der Wasserteilchen durch eine semipermeable Membran nennt man ""Osmose"". [LINEBREAK]",13,1,8,4,22,912.342,0.666666666666667,53,70,7,5,67
"la20al17","control-group",2018-01-18 15:43:46,"transfer","Die Evolution [LINEBREAK]Die Evolutionstheorie erklärt die Ausbreitung verschiedenster Arten von Lebewesen in den unterschiedlichen Lebensräumen der Erde und wie diese Lebewesen es geschafft haben und schaffen, sich an ihre Umwelt anzupassen, sich beständig weiterzuentwickeln und zum Teil auch in extremen Gebieten, die vordergründig lebensfeindlich erscheinen, wie zum Beispiel in Wüsten, zu überleben.  [LINEBREAK]Um die Evolutionstheorie auszuführen, ist es hilfreich sich in einem Gedankenexperiment eine Gruppe von Lebewesen gleicher Art vorzustellen, welche in einem bestimmten Lebensraum leben und sich untereinander fortpflanzen. Solch eine Gruppe wird auch Population genannt. [LINEBREAK]Die Population besteht aus einzelnen Lebewesen, den Individuen. Bei der Entwicklung dieser Individuen über Generationen hinweg kommt es bei jedem einzelnen Lebewesen immer wieder zu Mutationen, das heißt zu Veränderungen in ihrem Erbgut. Diese können sehr gering ausfallen, können aber selten auch größere Auswirkungen auf das Individuum haben. Zum Beispiel ist es möglich, dass sich in Lebewesen das Erbgut so verändert, dass diese deutlich größer werden als die Mehrheit ihrer Artgenossen.  [LINEBREAK]Bei der Evolution spielt die natürliche Selektion eine entscheidende Rolle. Natürliche Selektion bedeutet, dass in einer Gruppe von Lebewesen gleicher Art solche Mutationen auftreten und zunächst für ein Lebewesen einen deutlichen Vorteil im Überleben darstellen. Beispielsweise soll von einer Population von Säugetieren ausgegangen werden, zum Beispiel Giraffen, welche in einer Steppe leben und sich von Blättern an Büschen und Bäumen ernähren. Ist ein einzelnes Tier größer als alle anderen kann es sich auch von Blättern ernähren, welche sich weiter oben befinden. Tritt nun zum Beispiel eine Dürre auf, und es gibt weniger Nahrung für die Population, haben größere Tiere einen Vorteil und können besser überleben als die anderen. Hierdurch werden die größeren Tiere irgendwann in der Mehrheit sein, da sie überleben, und ihre Merkmale weitervererben.  [LINEBREAK]",13,2,8,4,38,915.285,0.666666666666667,76,70,8,3,87
"la20al17","control-group",2018-01-18 15:24:20,"revision","Die Osmose [LINEBREAK]Osmose ist ein wichtiges Phänomen in der Zellbiologie. Sie findet bei räumlich voneinander getrennten Lösungen statt und sorgt für einen Konzentrationsausgleich dieser Lösungen.  [LINEBREAK]Um das Thema Osmose zu verstehen, muss man sich mit dem Aufbau von Lösungen beschäftigen. Eine Lösung besteht aus einem Lösungsmittel und darin gelösten Teilchen, das können Moleküle oder einzelne Ionen sein. Ein Beispiel hierfür wäre eine Kochsalzlösung in einem Behälter: das Lösungsmittel entspricht hier z. B. dem Wasser in einem Wassergefäß, die gelösten Teilchen sind Kochsalz-Moleküle, welche aus Natrium und Chlorid bestehen und chemisch abgekürzt daher NaCl-Moleküle heißen.  Diese liegen in Lösung als positiv geladene Natrium-Ionen (Na+)  und negativ geladene Chlorid-Ionen (Cl-) vor.  Die gelösten Ionen diffundieren in der Lösung, das heißt, sie bewegen sich ungerichtet hin und her und sind somit gleichmäßig verteilt.  [LINEBREAK]Wird nun der Aufbau verändert und man trennt einen Teil des Gefäßes mit einer semipermeablen Membran ab, so kann man Osmose beobachten.  Die  semipermeable Membran heißt so, da durch sie nur bestimmte Teilchen hindurchdiffundieren können, in diesem Fall sind das die Wasser-Moleküle. Es soll angenommen werden, dass das Gefäß mit der Kochsalzlösung in der Mitte geteilt ist, die Abtrennung ist eine semipermeable Membran. Weiterhin soll angenommen werden, dass im linken Teil des Gefäßes mehr NaCl vorliegt als im Rechten Teil, die Menge an Lösungsmittel ist bei beiden genau gleich. Dies führt zu dem Schluss, dass die Lösung links der semipermeablen Membran höher konzentriert ist, als die Lösung rechts der Membran. Der Fachausdruck für eine höher konzentrierte Lösung ist hyperton. Niedriger konzentriert nennt man eine Lösung hypoton, das heißt die rechte Lösung wäre im Vergleich zur linken Lösung hier hypoton. [LINEBREAK]Da die Membran jedoch für Wasser durchlässig ist, wird folgender Fall eintreten: Wassermoleküle werden solange durch die Membran von rechts nach links hindurchdiffundieren (=hindurchwandern), bis die Konzentrationen der beiden Lösungen nahezu gleich sind (=isotone Lösungen). Diesen Vorgang des Konzentrationsausgleichs durch eine semipermeable Membran nennt man Osmose. Die Folge der Osmose ist, dass sich das Volumen der einen Lösung vergrößert und gleichzeitig das der anderen Lösung abnimmt, während sich die Konzentrationen einander annähern. Osmose spielt z. B. eine wichtige Rolle in den Zellen von Organismen. Hierbei entspricht die äußere Zellmembran der semipermeablen Membran aus dem Versuch. [LINEBREAK]",19,1,13,5,47,958.277,0.722222222222222,91,87,8,4,89
"la20al17","control-group",2018-01-18 15:24:20,"draft","Die Osmose [LINEBREAK]Um das Thema Osmose zu verstehen, muss man sich mit dem Aufbau von Lösungen beschäftigen. Eine Lösung besteht aus einem Lösungsmittel und darin gelösten Teilchen, das können Moleküle oder einzelne Ionen sein. Ein Beispiel hierfür wäre eine Kochsalzlösung, das Lösungsmittel entspricht hier dem Wasser, die gelösten Teilchen sind das Kochsalz, NaCl-Moleküle, welche in Lösung als Na+ und Cl- vorliegen. Die gelösten Ionen diffundieren in der Lösung, das heißt, sie bewegen sich ungerichtet hin und her und sind somit gleichmäßig verteilt.  [LINEBREAK]Wird nun der Aufbau verändert und man trennt einen Teil des Gefäßes mit einer semipermeablen Membran ab, kann man Osmose beobachten. Angenommen, durch die semipermeable Membran können nur bestimmte Teilchen diffundieren, in diesem Fall das Wasser. Weiterhin soll angenommen werden, dass im linken Teil des Gefäßes mehr NaCl vorliegt als im Rechten Teil, die Menge an Lösungsmittel ist bei beiden genau gleich. Dies führt zu dem Schluss, dass die Lösung links der semipermeablen Membran höher konzentriert ist, als die Lösung rechts der Membran. Der Fachausdruck für eine höher konzentrierte Lösung ist hyperton. Niedriger konzentriert nennt man die Lösung hypoton. [LINEBREAK]Da die Membran jedoch für Wasser durchlässig ist, wird folgender Fall eintreten: Wassermoleküle werden solange durch die Membran von rechts nach links hindurchdiffundieren (=hindurchwandern), bis die Konzentrationen der beiden Lösungen nahezu gleich sind (=isotone Lösungen). Diesen Vorgang nennt man Osmose. Die Folge der Osmose ist, dass sich das Volumen der einen Lösung vergrößert und gleichzeitig das der anderen Lösung verringert, während sich die Konzentrationen einander annähern. Osmose spielt eine wichtige Rolle in den Zellen von Organismen. Hierbei entspricht die äußere Zellmembran der semipermeablen Membran aus dem Versuch. [LINEBREAK]",15,1,9,5,35,943.764,0.642857142857143,72,55,8,4,70
"loe05ol31","cmap",2018-01-05 08:41:48,"transfer","Unter Evolution versteht man die Entwicklung einer Art seit ihrer Entstehung. Am Beispiel des Menschen betrachtet man dabei die Entwicklung eines Primaten aus der Urzeit bis hin zum uns bekannten Menschen der heutigen Zeit. Diese Evolution basiert auf der Vererbung unterschiedlicher Merkmale, welche das Überleben in der sich ändernden Umwelt ermöglichen. Damit verbunden ist die Theorie des ""Survival of the fittest"". Diese Theorie besagt, dass diejenigen Individuen mit den Merkmalen, die am besten mit der Umwelt, oder den neuen Gegebenheiten korrelieren, höhere Überlebenschancen haben als andere. Durch die Veränderung der Umwelt im Laufe der Entstehungsgeschichte mussten die Individuen neue Fähigkeiten erlernen, um ihr Überleben zu sichern, was auch heißt, dass alte Fähigkeiten eventuell nicht mehr notwendig waren und dadurch im Laufe der Zeit nach Generationen verloren gingen, da sie nicht mehr genutzt werden mussten um zu Überleben. Wenn man die Evolution des Menschen betrachtet, wäre ein Beispiel für so eine verloren gegangene Eigenschaft der Verlust der Kletterfähigkeit. Die Umwelt hatte sich so geändert, dass die damaligen Menschenaffen dazu gezwungen waren, in einer anderen Umgebung zu leben und anders Nahrung zu suchen, das heißt, sie mussten die Bäume verlassen und in andere Umgebungen vordringen, die womöglich nicht bewäldert waren. Ein aufrechter Gang zum Überblicken der Umgebung und dem früheren Erkennen von nahenden Gefahren wurde wichtiger als die Fähigkeit zu klettern, weswegen wir heute betrachten können, dass der Mensch im Gegensatz zu Affen aufrecht geht und seine Füße nicht mehr zum Klettern einsetzen kann wie die Affen heute. Darüber hinaus beschreibt Evolution eine fortlaufende Entwicklung, was bedeutet, dass sie niemals abgeschlossen sein wird, da sich auch die Umwelt immer weiter verändert und die Anpassung einer Art an diese neuen Umstände erfordert. Damit geht jedoch auch einher, dass Arten, die sich nicht schnell genug oder gut genug an solche Veränderungen anpassen können, verschwinden und aussterben, während andere Arten profitieren könnten. [LINEBREAK]",11,1,5,5,39,865.378,0.5,75,65,6,6,83
